candle_num,timestamp,close,open,high,low,volume,action,confidence,event,equity,total_candles,vote_claude,vote_deepseek
194,2026-02-28 01:00:00,65744.0,65909.0,65940.0,65712.0,481.89777,SELL,50,"-> CLOSE @ $65,744",10043.87,480,Do Nothing,Sell
195,2026-02-28 02:00:00,65929.0,65744.0,65973.0,65726.0,275.94308,BUY,50,"-> OPEN LONG @ $65,929",10043.87,480,Do Nothing,Buy
196,2026-02-28 03:00:00,65754.0,65929.0,65941.0,65708.0,281.54747,NOTHING,100,In Position (PnL -0.8%),10011.88,480,Do Nothing,Do Nothing
197,2026-02-28 04:00:00,65629.0,65754.0,65781.0,65456.0,424.73908,NOTHING,100,In Position (PnL -1.4%),9989.03,480,Do Nothing,Do Nothing
198,2026-02-28 05:00:00,65549.0,65629.0,65686.0,65452.0,314.25342,NOTHING,100,In Position (PnL -1.7%),9974.4,480,Do Nothing,Do Nothing
199,2026-02-28 06:00:00,63184.0,65550.0,65553.0,62983.0,5885.70033,SELL,100,"SL @ $64,830",9842.99,480,Sell,Sell
200,2026-02-28 07:00:00,63783.0,63183.0,64315.0,63000.0,4067.11148,SELL,100,No Position,9842.99,480,Sell,Sell
201,2026-02-28 08:00:00,63425.0,63782.0,63833.0,63344.0,1860.20036,SELL,100,No Position,9842.99,480,Sell,Sell
202,2026-02-28 09:00:00,63612.0,63424.0,63888.0,63313.0,1091.71107,SELL,100,No Position,9842.99,480,Sell,Sell
203,2026-02-28 10:00:00,63952.0,63610.0,64000.0,63435.0,1442.72806,SELL,50,No Position,9842.99,480,Do Nothing,Sell
204,2026-02-28 11:00:00,63782.0,63953.0,64258.0,63725.0,2822.69076,SELL,100,No Position,9842.99,480,Sell,Sell
205,2026-02-28 12:00:00,63971.0,63781.0,64028.0,63777.0,824.05851,SELL,50,No Position,9842.99,480,Do Nothing,Sell
206,2026-02-28 13:00:00,65063.0,63972.0,65200.0,63854.0,5296.38288,BUY,50,"-> OPEN LONG @ $65,063",9842.99,480,Do Nothing,Buy
207,2026-02-28 14:00:00,64397.0,65073.0,65333.0,64257.0,2922.40559,SELL,50,"-> CLOSE @ $64,397",9722.09,480,Do Nothing,Sell
208,2026-02-28 15:00:00,64800.0,64397.0,64993.0,64172.0,1708.17317,SELL,50,No Position,9722.09,480,Do Nothing,Sell
209,2026-02-28 16:00:00,65065.0,64799.0,65181.0,64636.0,994.53887,BUY,50,"-> OPEN LONG @ $65,065",9722.09,480,Do Nothing,Buy
210,2026-02-28 17:00:00,65412.0,65064.0,65549.0,64807.0,1834.06657,BUY,100,In Position (PnL +1.6%),9784.31,480,Buy,Buy
211,2026-02-28 18:00:00,65879.0,65411.0,66159.0,65161.0,2255.88652,BUY,100,In Position (PnL +3.8%),9868.04,480,Buy,Buy
212,2026-02-28 19:00:00,66326.0,65878.0,66620.0,65559.0,3576.44214,BUY,100,In Position (PnL +5.8%),9948.19,480,Buy,Buy
213,2026-02-28 20:00:00,66915.0,66325.0,67120.0,66163.0,3486.57552,BUY,100,"TP @ $66,800",10033.19,480,Buy,Buy
214,2026-02-28 21:00:00,66681.0,66915.0,66977.0,66313.0,3177.79264,BUY,100,"-> OPEN LONG @ $66,681",10033.19,480,Buy,Buy
215,2026-02-28 22:00:00,67072.0,66681.0,67760.0,66574.0,4821.97526,BUY,100,In Position (PnL +1.8%),10103.79,480,Buy,Buy
216,2026-02-28 23:00:00,66931.0,67072.0,67175.0,66713.0,1845.78665,BUY,100,In Position (PnL +1.1%),10078.33,480,Buy,Buy
217,2026-03-01 00:00:00,66762.0,66931.0,67098.0,66596.0,1292.93577,SELL,50,"-> CLOSE @ $66,762",10047.82,480,Do Nothing,Sell
218,2026-03-01 01:00:00,67316.0,66762.0,67687.0,66026.0,2809.69803,BUY,100,"-> OPEN LONG @ $67,316",10047.82,480,Buy,Buy
219,2026-03-01 02:00:00,67601.0,67316.0,68173.0,67302.0,3699.06754,BUY,100,In Position (PnL +1.3%),10098.87,480,Buy,Buy
220,2026-03-01 03:00:00,67479.0,67600.0,67791.0,67376.0,1515.3933,BUY,100,In Position (PnL +0.7%),10077.02,480,Buy,Buy
221,2026-03-01 04:00:00,67312.0,67479.0,67574.0,67037.0,1688.24145,BUY,100,In Position (PnL -0.0%),10047.1,480,Buy,Buy
222,2026-03-01 05:00:00,67270.0,67313.0,67533.0,67171.0,653.19724,BUY,50,In Position (PnL -0.2%),10039.58,480,Do Nothing,Buy
223,2026-03-01 06:00:00,66901.0,67270.0,67321.0,66750.0,1307.57822,SELL,50,"-> CLOSE @ $66,901",9973.49,480,Do Nothing,Sell
224,2026-03-01 07:00:00,67113.0,66900.0,67211.0,66755.0,599.76156,SELL,50,No Position,9973.49,480,Do Nothing,Sell
225,2026-03-01 08:00:00,66524.0,67112.0,67267.0,66404.0,1774.04987,SELL,50,No Position,9973.49,480,Do Nothing,Sell
226,2026-03-01 09:00:00,66368.0,66527.0,66732.0,66209.0,1050.02126,SELL,50,No Position,9973.49,480,Do Nothing,Sell
227,2026-03-01 10:00:00,66428.0,66367.0,66696.0,66193.0,838.17509,SELL,50,No Position,9973.49,480,Do Nothing,Sell
228,2026-03-01 11:00:00,66430.0,66428.0,66642.0,66321.0,964.75268,NOTHING,100,No Position,9973.49,480,Do Nothing,Do Nothing
229,2026-03-01 12:00:00,66265.0,66430.0,66521.0,66213.0,788.8118,SELL,50,No Position,9973.49,480,Do Nothing,Sell
230,2026-03-01 13:00:00,66904.0,66265.0,67275.0,66087.0,1582.87869,SELL,50,No Position,9973.49,480,Do Nothing,Sell
231,2026-03-01 14:00:00,66833.0,66904.0,67263.0,66729.0,1287.74871,NOTHING,100,No Position,9973.49,480,Do Nothing,Do Nothing
232,2026-03-01 15:00:00,66796.0,66832.0,67214.0,66780.0,1093.92243,NOTHING,100,No Position,9973.49,480,Do Nothing,Do Nothing
233,2026-03-01 16:00:00,66100.0,66796.0,67073.0,65783.0,2073.38994,SELL,50,No Position,9973.49,480,Do Nothing,Sell
234,2026-03-01 17:00:00,65950.0,66099.0,66181.0,65658.0,1238.17587,SELL,50,No Position,9973.49,480,Do Nothing,Sell
235,2026-03-01 18:00:00,66277.0,65951.0,66624.0,65949.0,1253.48439,SELL,50,No Position,9973.49,480,Do Nothing,Sell
236,2026-03-01 19:00:00,65919.0,66278.0,66309.0,65753.0,755.59371,SELL,100,No Position,9973.49,480,Sell,Sell
237,2026-03-01 20:00:00,65251.0,65919.0,65923.0,65056.0,1966.11411,SELL,100,No Position,9973.49,480,Sell,Sell
238,2026-03-01 21:00:00,65626.0,65252.0,65708.0,65234.0,776.17847,SELL,50,No Position,9973.49,480,Do Nothing,Sell
239,2026-03-01 22:00:00,65222.0,65627.0,66500.0,65000.0,2873.25506,SELL,100,No Position,9973.49,480,Sell,Sell
240,2026-03-01 23:00:00,65734.0,65222.0,66051.0,65093.0,2235.32497,SELL,100,No Position,9973.49,480,Sell,Sell
241,2026-03-02 00:00:00,66469.0,65734.0,66771.0,65724.0,1444.65211,BUY,50,"-> OPEN LONG @ $66,469",9973.49,480,Do Nothing,Buy
242,2026-03-02 01:00:00,66496.0,66470.0,67027.0,66336.0,1435.10464,NOTHING,100,In Position (PnL +0.1%),9978.35,480,Do Nothing,Do Nothing
243,2026-03-02 02:00:00,66242.0,66497.0,66580.0,65847.0,1140.09819,NOTHING,100,In Position (PnL -1.0%),9932.61,480,Do Nothing,Do Nothing
244,2026-03-02 03:00:00,66789.0,66243.0,67000.0,66078.0,1517.2843,BUY,50,In Position (PnL +1.4%),10031.1,480,Buy,Do Nothing
245,2026-03-02 04:00:00,66834.0,66790.0,66942.0,66591.0,1243.16446,BUY,100,In Position (PnL +1.6%),10039.21,480,Buy,Buy
246,2026-03-02 05:00:00,66699.0,66835.0,66959.0,66524.0,802.64148,BUY,50,In Position (PnL +1.0%),10014.9,480,Buy,Do Nothing
247,2026-03-02 06:00:00,66173.0,66699.0,66700.0,66014.0,1719.07582,NOTHING,100,In Position (PnL -1.3%),9920.19,480,Do Nothing,Do Nothing
248,2026-03-02 07:00:00,65968.0,66174.0,66174.0,65515.0,1249.29844,SELL,50,"-> CLOSE @ $65,968",9883.28,480,Do Nothing,Sell
249,2026-03-02 08:00:00,66241.0,65969.0,66274.0,65631.0,1226.91655,NOTHING,100,No Position,9883.28,480,Do Nothing,Do Nothing
250,2026-03-02 09:00:00,66131.0,66240.0,66692.0,66124.0,1774.37688,NOTHING,100,No Position,9883.28,480,Do Nothing,Do Nothing
251,2026-03-02 10:00:00,66280.0,66125.0,66350.0,66038.0,488.44031,NOTHING,100,No Position,9883.28,480,Do Nothing,Do Nothing
252,2026-03-02 11:00:00,66337.0,66280.0,66427.0,65979.0,567.20353,NOTHING,100,No Position,9883.28,480,Do Nothing,Do Nothing
253,2026-03-02 12:00:00,65932.0,66334.0,66360.0,65869.0,800.71073,NOTHING,100,No Position,9883.28,480,Do Nothing,Do Nothing
254,2026-03-02 13:00:00,65414.0,65933.0,66102.0,65323.0,2160.39544,SELL,100,No Position,9883.28,480,Sell,Sell
255,2026-03-02 14:00:00,67142.0,65414.0,67214.0,65250.0,5138.42804,BUY,100,"-> OPEN LONG @ $67,142",9883.28,480,Buy,Buy
256,2026-03-02 15:00:00,69093.0,67142.0,69597.0,66954.0,10848.3983,BUY,100,"TP @ $68,932",10199.54,480,Buy,Buy
257,2026-03-02 16:00:00,69385.0,69092.0,70067.0,68901.0,5106.61483,BUY,100,"-> OPEN LONG @ $69,385",10199.54,480,Buy,Buy
258,2026-03-02 17:00:00,69159.0,69384.0,69500.0,68750.0,2946.19524,BUY,100,In Position (PnL -1.0%),10159.68,480,Buy,Buy
259,2026-03-02 18:00:00,68839.0,69158.0,69232.0,68693.0,1757.9622,BUY,100,In Position (PnL -2.4%),10103.23,480,Buy,Buy
260,2026-03-02 19:00:00,68916.0,68839.0,69001.0,68534.0,1551.66974,SELL,50,"-> CLOSE @ $68,916",10116.81,480,Do Nothing,Sell
261,2026-03-02 20:00:00,69076.0,68916.0,69462.0,68528.0,2621.2609,BUY,50,"-> OPEN LONG @ $69,076",10116.81,480,Do Nothing,Buy
262,2026-03-02 21:00:00,69367.0,69076.0,69492.0,68962.0,1501.72923,BUY,100,In Position (PnL +1.3%),10167.96,480,Buy,Buy
263,2026-03-02 22:00:00,69396.0,69366.0,69462.0,69108.0,958.19689,BUY,100,In Position (PnL +1.4%),10173.05,480,Buy,Buy
264,2026-03-02 23:00:00,68774.0,69396.0,69453.0,68689.0,1213.1386,SELL,50,"-> CLOSE @ $68,774",10063.74,480,Do Nothing,Sell
265,2026-03-03 00:00:00,69054.0,68773.0,69127.0,68604.0,1106.17881,NOTHING,100,No Position,10063.74,480,Do Nothing,Do Nothing
266,2026-03-03 01:00:00,68716.0,69054.0,69199.0,68705.0,812.56388,SELL,50,No Position,10063.74,480,Do Nothing,Sell
267,2026-03-03 02:00:00,68474.0,68716.0,68722.0,68204.0,1510.63127,SELL,50,No Position,10063.74,480,Do Nothing,Sell
268,2026-03-03 03:00:00,68327.0,68473.0,68506.0,68200.0,797.13166,SELL,50,No Position,10063.74,480,Do Nothing,Sell
269,2026-03-03 04:00:00,68095.0,68326.0,68414.0,68013.0,702.36853,SELL,100,No Position,10063.74,480,Sell,Sell
270,2026-03-03 05:00:00,67919.0,68095.0,68546.0,67824.0,1835.76445,SELL,50,No Position,10063.74,480,Do Nothing,Sell
271,2026-03-03 06:00:00,68084.0,67919.0,68185.0,67800.0,1275.925,SELL,100,No Position,10063.74,480,Sell,Sell
272,2026-03-03 07:00:00,68148.0,68084.0,68237.0,67935.0,1074.63429,SELL,50,No Position,10063.74,480,Do Nothing,Sell
273,2026-03-03 08:00:00,66991.0,68151.0,68279.0,66900.0,4357.1908,SELL,100,No Position,10063.74,480,Sell,Sell
274,2026-03-03 09:00:00,66643.0,66990.0,67181.0,66371.0,4264.99871,SELL,100,No Position,10063.74,480,Sell,Sell
275,2026-03-03 10:00:00,66845.0,66643.0,67012.0,66432.0,1817.13744,SELL,100,No Position,10063.74,480,Sell,Sell
276,2026-03-03 11:00:00,67012.0,66844.0,67151.0,66760.0,1550.52934,SELL,50,No Position,10063.74,480,Do Nothing,Sell
277,2026-03-03 12:00:00,67378.0,67012.0,67968.0,67011.0,2312.67881,SELL,50,No Position,10063.74,480,Do Nothing,Sell
278,2026-03-03 13:00:00,66917.0,67378.0,67423.0,66616.0,2031.13926,SELL,50,No Position,10063.74,480,Do Nothing,Sell
279,2026-03-03 14:00:00,66541.0,66916.0,67578.0,66104.0,4122.05185,SELL,100,No Position,10063.74,480,Sell,Sell
280,2026-03-03 15:00:00,67691.0,66540.0,67818.0,66433.0,4039.20267,SELL,50,No Position,10063.74,480,Do Nothing,Sell
281,2026-03-03 16:00:00,68154.0,67692.0,69000.0,67466.0,9479.05099,BUY,100,"-> OPEN LONG @ $68,154",10063.74,480,Buy,Buy
282,2026-03-03 17:00:00,68282.0,68155.0,68372.0,67597.0,3173.50301,BUY,100,In Position (PnL +0.6%),10086.42,480,Buy,Buy
283,2026-03-03 18:00:00,68588.0,68288.0,68879.0,67950.0,2241.53144,BUY,100,In Position (PnL +1.9%),10140.64,480,Buy,Buy
284,2026-03-03 19:00:00,68391.0,68588.0,68861.0,68292.0,2214.11011,NOTHING,100,In Position (PnL +1.0%),10105.73,480,Do Nothing,Do Nothing
285,2026-03-03 20:00:00,68231.0,68393.0,68570.0,68043.0,976.2784,NOTHING,100,In Position (PnL +0.3%),10077.38,480,Do Nothing,Do Nothing
286,2026-03-03 21:00:00,67990.0,68231.0,68231.0,67791.0,918.24462,NOTHING,100,In Position (PnL -0.7%),10034.68,480,Do Nothing,Do Nothing
287,2026-03-03 22:00:00,68284.0,67990.0,68495.0,67983.0,998.45904,BUY,50,In Position (PnL +0.6%),10086.77,480,Buy,Do Nothing
288,2026-03-03 23:00:00,68299.0,68285.0,68837.0,68215.0,980.40211,NOTHING,100,In Position (PnL +0.6%),10089.43,480,Do Nothing,Do Nothing
289,2026-03-04 00:00:00,68063.0,68298.0,68386.0,67817.0,1289.35955,NOTHING,100,In Position (PnL -0.4%),10047.61,480,Do Nothing,Do Nothing
290,2026-03-04 01:00:00,68390.0,68062.0,68877.0,67925.0,2660.55513,BUY,50,In Position (PnL +1.0%),10105.55,480,Buy,Do Nothing
291,2026-03-04 02:00:00,68268.0,68390.0,68415.0,67950.0,1312.64115,NOTHING,100,In Position (PnL +0.5%),10083.94,480,Do Nothing,Do Nothing
292,2026-03-04 03:00:00,67695.0,68267.0,68355.0,67351.0,2133.69757,SELL,50,"-> CLOSE @ $67,695",9982.4,480,Sell,Do Nothing
293,2026-03-04 04:00:00,67748.0,67694.0,67912.0,67407.0,1979.2134,NOTHING,100,No Position,9982.4,480,Do Nothing,Do Nothing
294,2026-03-04 05:00:00,68176.0,67747.0,68353.0,67651.0,1554.01,NOTHING,100,No Position,9982.4,480,Do Nothing,Do Nothing
295,2026-03-04 06:00:00,68478.0,68176.0,68677.0,68000.0,2285.7417,BUY,100,"-> OPEN LONG @ $68,478",9982.4,480,Buy,Buy
296,2026-03-04 07:00:00,69473.0,68478.0,69635.0,68317.0,4983.08636,BUY,100,In Position (PnL +4.4%),10156.46,480,Buy,Buy
297,2026-03-04 08:00:00,71000.0,69474.0,71170.0,69123.0,4678.30371,BUY,100,"TP @ $70,304",10301.84,480,Buy,Buy
298,2026-03-04 09:00:00,71474.0,71000.0,71850.0,70705.0,6166.63388,BUY,100,"-> OPEN LONG @ $71,474",10301.84,480,Buy,Buy
299,2026-03-04 10:00:00,71290.0,71474.0,71833.0,71166.0,2964.43187,BUY,100,In Position (PnL -0.8%),10270.02,480,Buy,Buy
300,2026-03-04 11:00:00,71077.0,71290.0,71456.0,70900.0,2110.75485,SELL,50,"-> CLOSE @ $71,077",10233.17,480,Do Nothing,Sell
301,2026-03-04 12:00:00,71293.0,71077.0,71300.0,70548.0,2454.16375,BUY,50,"-> OPEN LONG @ $71,293",10233.17,480,Buy,Sell
302,2026-03-04 13:00:00,71441.0,71293.0,71561.0,71162.0,1654.80362,BUY,100,In Position (PnL +0.6%),10258.67,480,Buy,Buy
303,2026-03-04 14:00:00,71564.0,71441.0,72602.0,71249.0,6780.46883,BUY,100,In Position (PnL +1.1%),10279.85,480,Buy,Buy
304,2026-03-04 15:00:00,73344.0,71564.0,73429.0,71558.0,6994.32592,BUY,100,"TP @ $73,194",10560.64,480,Buy,Buy
305,2026-03-04 16:00:00,73231.0,73344.0,73453.0,72479.0,4600.39157,BUY,100,"-> OPEN LONG @ $73,231",10560.64,480,Buy,Buy
306,2026-03-04 17:00:00,73164.0,73231.0,73688.0,72879.0,2793.24447,BUY,50,In Position (PnL -0.3%),10549.04,480,Do Nothing,Buy
307,2026-03-04 18:00:00,73651.0,73164.0,73654.0,72841.0,2202.03973,BUY,50,In Position (PnL +1.7%),10633.32,480,Buy,Sell
308,2026-03-04 19:00:00,73562.0,73650.0,73995.0,73440.0,2515.01675,SELL,50,"-> CLOSE @ $73,562",10617.92,480,Do Nothing,Sell
309,2026-03-04 20:00:00,73004.0,73562.0,73634.0,72995.0,1947.89559,SELL,50,No Position,10617.92,480,Do Nothing,Sell
310,2026-03-04 21:00:00,73250.0,73005.0,73250.0,72822.0,1451.53816,SELL,50,No Position,10617.92,480,Do Nothing,Sell
311,2026-03-04 22:00:00,72655.0,73249.0,73456.0,72578.0,1141.06591,SELL,50,No Position,10617.92,480,Do Nothing,Sell
312,2026-03-04 23:00:00,72633.0,72656.0,72813.0,72255.0,1288.84072,SELL,50,No Position,10617.92,480,Do Nothing,Sell
313,2026-03-05 00:00:00,72703.0,72634.0,72947.0,72492.0,1021.25723,SELL,50,No Position,10617.92,480,Do Nothing,Sell
314,2026-03-05 01:00:00,72495.0,72704.0,73233.0,72356.0,1805.83925,SELL,100,No Position,10617.92,480,Sell,Sell
315,2026-03-05 02:00:00,72464.0,72493.0,72840.0,72286.0,1787.33289,SELL,50,No Position,10617.92,480,Do Nothing,Sell
316,2026-03-05 03:00:00,72451.0,72465.0,72707.0,72301.0,1037.85826,SELL,50,No Position,10617.92,480,Do Nothing,Sell
317,2026-03-05 04:00:00,72783.0,72451.0,73043.0,72413.0,1109.01434,SELL,50,No Position,10617.92,480,Do Nothing,Sell
318,2026-03-05 05:00:00,72363.0,72783.0,72880.0,72221.0,2099.71336,SELL,50,No Position,10617.92,480,Do Nothing,Sell
319,2026-03-05 06:00:00,72515.0,72363.0,72618.0,71988.0,1901.94658,SELL,50,No Position,10617.92,480,Do Nothing,Sell
320,2026-03-05 07:00:00,72024.0,72516.0,72631.0,71750.0,2021.34305,SELL,100,No Position,10617.92,480,Sell,Sell
321,2026-03-05 08:00:00,72317.0,72025.0,72344.0,71720.0,1658.39794,SELL,50,No Position,10617.92,480,Do Nothing,Sell
322,2026-03-05 09:00:00,72552.0,72317.0,72841.0,72276.0,2259.08823,SELL,50,No Position,10617.92,480,Do Nothing,Sell
323,2026-03-05 10:00:00,73346.0,72551.0,73500.0,72480.0,2054.86721,BUY,100,"-> OPEN LONG @ $73,346",10617.92,480,Buy,Buy
324,2026-03-05 11:00:00,72886.0,73346.0,73399.0,72757.0,1597.896,NOTHING,100,In Position (PnL -1.9%),10538.01,480,Do Nothing,Do Nothing
325,2026-03-05 12:00:00,72851.0,72885.0,73020.0,72640.0,1478.54908,SELL,50,"-> CLOSE @ $72,851",10531.93,480,Do Nothing,Sell
326,2026-03-05 13:00:00,72432.0,72850.0,72882.0,72141.0,2590.16016,SELL,50,No Position,10531.93,480,Do Nothing,Sell
327,2026-03-05 14:00:00,72558.0,72432.0,72813.0,71930.0,3043.12917,NOTHING,100,No Position,10531.93,480,Do Nothing,Do Nothing
328,2026-03-05 15:00:00,71617.0,72559.0,72734.0,71138.0,4596.40445,SELL,100,No Position,10531.93,480,Sell,Sell
329,2026-03-05 16:00:00,71274.0,71617.0,71626.0,70774.0,2253.58091,SELL,100,No Position,10531.93,480,Sell,Sell
330,2026-03-05 17:00:00,70668.0,71273.0,71529.0,70610.0,2476.68019,SELL,100,No Position,10531.93,480,Sell,Sell
331,2026-03-05 18:00:00,70967.0,70668.0,71057.0,70620.0,1766.56471,SELL,100,No Position,10531.93,480,Sell,Sell
332,2026-03-05 19:00:00,70891.0,70968.0,71400.0,70853.0,1761.39067,SELL,100,No Position,10531.93,480,Sell,Sell
333,2026-03-05 20:00:00,71238.0,70891.0,71374.0,70828.0,1247.00592,SELL,100,No Position,10531.93,480,Sell,Sell
334,2026-03-05 21:00:00,71105.0,71233.0,71543.0,70994.0,1304.2032,SELL,100,No Position,10531.93,480,Sell,Sell
335,2026-03-05 22:00:00,71172.0,71105.0,71339.0,71042.0,967.27562,SELL,100,No Position,10531.93,480,Sell,Sell
336,2026-03-05 23:00:00,70828.0,71171.0,71270.0,70748.0,1229.54089,SELL,100,No Position,10531.93,480,Sell,Sell
337,2026-03-06 00:00:00,70943.0,70827.0,71022.0,70752.0,675.85507,SELL,50,No Position,10531.93,480,Do Nothing,Sell
338,2026-03-06 01:00:00,71212.0,70943.0,71256.0,70333.0,1851.08006,SELL,50,No Position,10531.93,480,Do Nothing,Sell
339,2026-03-06 02:00:00,71220.0,71212.0,71388.0,71004.0,1445.67747,SELL,50,No Position,10531.93,480,Do Nothing,Sell
340,2026-03-06 03:00:00,71049.0,71219.0,71260.0,70962.0,657.42318,NOTHING,100,No Position,10531.93,480,Do Nothing,Do Nothing
341,2026-03-06 04:00:00,70576.0,71049.0,71088.0,70261.0,1451.96123,SELL,100,No Position,10531.93,480,Sell,Sell
342,2026-03-06 05:00:00,70398.0,70579.0,70631.0,70087.0,2481.44635,SELL,100,No Position,10531.93,480,Sell,Sell
343,2026-03-06 06:00:00,70587.0,70398.0,70820.0,70231.0,909.48496,SELL,100,No Position,10531.93,480,Sell,Sell
344,2026-03-06 07:00:00,71024.0,70587.0,71150.0,70455.0,1737.39503,SELL,50,No Position,10531.93,480,Do Nothing,Sell
345,2026-03-06 08:00:00,70749.0,71024.0,71049.0,70707.0,1038.90338,SELL,50,No Position,10531.93,480,Do Nothing,Sell
346,2026-03-06 09:00:00,70535.0,70749.0,70782.0,70268.0,710.63561,SELL,50,No Position,10531.93,480,Do Nothing,Sell
347,2026-03-06 10:00:00,70505.0,70535.0,70773.0,70445.0,1026.46685,SELL,50,No Position,10531.93,480,Do Nothing,Sell
348,2026-03-06 11:00:00,70185.0,70503.0,70608.0,70166.0,862.80643,SELL,100,No Position,10531.93,480,Sell,Sell
349,2026-03-06 12:00:00,69900.0,70184.0,70201.0,69637.0,4878.09084,SELL,100,No Position,10531.93,480,Sell,Sell
350,2026-03-06 13:00:00,69188.0,69900.0,70323.0,69162.0,3704.29841,SELL,100,No Position,10531.93,480,Sell,Sell
351,2026-03-06 14:00:00,68395.0,69188.0,69226.0,68124.0,8749.12245,SELL,100,No Position,10531.93,480,Sell,Sell
352,2026-03-06 15:00:00,68484.0,68393.0,69077.0,68278.0,4835.86802,SELL,100,No Position,10531.93,480,Sell,Sell
353,2026-03-06 16:00:00,68439.0,68484.0,68764.0,68181.0,4200.0186,SELL,100,No Position,10531.93,480,Sell,Sell
354,2026-03-06 17:00:00,67932.0,68438.0,68631.0,67720.0,5158.93526,SELL,100,No Position,10531.93,480,Sell,Sell
355,2026-03-06 18:00:00,68145.0,67932.0,68450.0,67918.0,2318.56036,SELL,100,No Position,10531.93,480,Sell,Sell
356,2026-03-06 19:00:00,68099.0,68146.0,68451.0,67958.0,1372.43699,SELL,100,No Position,10531.93,480,Sell,Sell
357,2026-03-06 20:00:00,68088.0,68100.0,68256.0,67749.0,1560.66882,SELL,100,No Position,10531.93,480,Sell,Sell
358,2026-03-06 21:00:00,68269.0,68088.0,68322.0,67890.0,2119.21567,SELL,100,No Position,10531.93,480,ERROR,Sell
359,2026-03-06 22:00:00,68294.0,68269.0,68415.0,68193.0,1216.6957,SELL,100,No Position,10531.93,480,ERROR,Sell
360,2026-03-06 23:00:00,68082.0,68293.0,68316.0,68065.0,1158.33284,SELL,100,No Position,10531.93,480,ERROR,Sell
361,2026-03-07 00:00:00,68249.0,68082.0,68368.0,68067.0,1004.84901,NOTHING,100,No Position,10531.93,480,ERROR,Do Nothing
362,2026-03-07 01:00:00,68232.0,68249.0,68333.0,68147.0,178.21351,NOTHING,100,No Position,10531.93,480,ERROR,Do Nothing
363,2026-03-07 02:00:00,68318.0,68232.0,68331.0,68019.0,462.43997,NOTHING,100,No Position,10531.93,480,ERROR,Do Nothing
364,2026-03-07 03:00:00,68063.0,68318.0,68533.0,68063.0,747.62032,SELL,100,No Position,10531.93,480,ERROR,Sell
365,2026-03-07 04:00:00,68035.0,68064.0,68119.0,67790.0,637.58655,SELL,100,No Position,10531.93,480,ERROR,Sell
366,2026-03-07 05:00:00,67977.0,68034.0,68115.0,67868.0,395.50587,SELL,100,No Position,10531.93,480,ERROR,Sell
367,2026-03-07 06:00:00,67644.0,67977.0,67990.0,67551.0,895.5342,SELL,100,No Position,10531.93,480,ERROR,Sell
368,2026-03-07 07:00:00,67807.0,67645.0,67829.0,67401.0,1948.79408,SELL,100,No Position,10531.93,480,ERROR,Sell
369,2026-03-07 08:00:00,67765.0,67808.0,68007.0,67681.0,1637.80342,SELL,100,No Position,10531.93,480,ERROR,Sell
370,2026-03-07 09:00:00,67971.0,67765.0,68039.0,67702.0,682.73973,NOTHING,100,No Position,10531.93,480,ERROR,Do Nothing
371,2026-03-07 10:00:00,67851.0,67971.0,68074.0,67827.0,386.33422,SELL,100,No Position,10531.93,480,ERROR,Sell
372,2026-03-07 11:00:00,67981.0,67851.0,68204.0,67799.0,974.90184,SELL,100,No Position,10531.93,480,ERROR,Sell
373,2026-03-07 12:00:00,67955.0,67980.0,68062.0,67872.0,798.64545,SELL,100,No Position,10531.93,480,ERROR,Sell
374,2026-03-07 13:00:00,67903.0,67955.0,68054.0,67829.0,1356.56054,NOTHING,100,No Position,10531.93,480,ERROR,Do Nothing
375,2026-03-07 14:00:00,68001.0,67903.0,68058.0,67590.0,1477.99392,NOTHING,100,No Position,10531.93,480,ERROR,Do Nothing
376,2026-03-07 15:00:00,67852.0,68001.0,68027.0,67745.0,921.29456,NOTHING,100,No Position,10531.93,480,ERROR,Do Nothing
377,2026-03-07 16:00:00,67782.0,67852.0,67868.0,67691.0,677.48649,NOTHING,100,No Position,10531.93,480,ERROR,Do Nothing
378,2026-03-07 17:00:00,67769.0,67782.0,67928.0,67747.0,659.31291,SELL,100,No Position,10531.93,480,ERROR,Sell
379,2026-03-07 18:00:00,67546.0,67770.0,67770.0,67452.0,1077.52556,SELL,100,No Position,10531.93,480,ERROR,Sell
380,2026-03-07 19:00:00,67053.0,67546.0,67548.0,66898.0,2595.83665,SELL,100,No Position,10531.93,480,ERROR,Sell
381,2026-03-07 20:00:00,67356.0,67053.0,67401.0,67036.0,695.58017,SELL,100,No Position,10531.93,480,ERROR,Sell
382,2026-03-07 21:00:00,67421.0,67357.0,67450.0,67241.0,833.70362,SELL,100,No Position,10531.93,480,ERROR,Sell
383,2026-03-07 22:00:00,67212.0,67421.0,67432.0,67050.0,1054.42296,SELL,100,No Position,10531.93,480,ERROR,Sell
384,2026-03-07 23:00:00,67230.0,67212.0,67379.0,67153.0,442.71828,SELL,100,No Position,10531.93,480,ERROR,Sell
385,2026-03-08 00:00:00,67165.0,67230.0,67461.0,67140.0,914.64854,SELL,100,No Position,10531.93,480,ERROR,Sell
386,2026-03-08 01:00:00,67271.0,67164.0,67331.0,67055.0,594.01025,SELL,100,No Position,10531.93,480,ERROR,Sell
387,2026-03-08 02:00:00,66896.0,67270.0,67402.0,66800.0,1086.22709,SELL,100,No Position,10531.93,480,ERROR,Sell
